epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2741.85,2.26815,2.40559,2.11715,0.33973,0.38015,0.32897,0.11464,2.7405,2.99669,2.38438,0.000829856,0.000829856,0.000829856
183,2757.05,2.26164,2.39183,2.10076,0.32179,0.4028,0.32803,0.12342,2.72159,2.83556,2.38747,0.000795639,0.000795639,0.000795639
184,2772.19,2.24729,2.39533,2.10682,0.32462,0.39505,0.32774,0.11565,2.76133,2.89123,2.44292,0.000761423,0.000761423,0.000761423
185,2786.81,2.24006,2.37634,2.10804,0.34669,0.41668,0.34691,0.1218,2.72252,2.81642,2.39292,0.000727206,0.000727206,0.000727206
186,2801.4,2.25248,2.39262,2.09903,0.3386,0.41471,0.3457,0.12324,2.73444,2.80968,2.39656,0.000692989,0.000692989,0.000692989
187,2816.07,2.23688,2.35201,2.09073,0.32589,0.44294,0.34452,0.12762,2.73696,2.82302,2.40763,0.000658772,0.000658772,0.000658772
188,2830.52,2.218,2.36547,2.08901,0.3342,0.41438,0.34025,0.12423,2.72056,2.80756,2.38475,0.000624556,0.000624556,0.000624556
189,2845.03,2.22629,2.34261,2.0979,0.32176,0.4354,0.3434,0.12866,2.72933,2.81703,2.40429,0.000590339,0.000590339,0.000590339
190,2859.57,2.20968,2.3017,2.0813,0.35682,0.44731,0.35491,0.13525,2.71222,2.78118,2.38417,0.000556122,0.000556122,0.000556122
191,2874.15,2.22115,2.305,2.09014,0.3288,0.43736,0.33908,0.12561,2.74013,2.77545,2.40203,0.000521905,0.000521905,0.000521905
192,2888.61,2.22099,2.29447,2.07756,0.33673,0.42464,0.34878,0.1341,2.70453,2.78495,2.39066,0.000487689,0.000487689,0.000487689
193,2903.19,2.20634,2.30175,2.05827,0.34811,0.42508,0.34562,0.13315,2.68818,2.79998,2.38229,0.000453472,0.000453472,0.000453472
194,2917.65,2.19695,2.27756,2.07674,0.33717,0.43212,0.34781,0.12158,2.73978,2.76123,2.40957,0.000419255,0.000419255,0.000419255
195,2932.18,2.16945,2.25127,2.06501,0.3373,0.44515,0.34248,0.12196,2.73559,2.78077,2.40317,0.000385038,0.000385038,0.000385038
196,2946.87,2.18342,2.2179,2.03951,0.3404,0.4062,0.33383,0.1226,2.71583,2.80029,2.3829,0.000350822,0.000350822,0.000350822
197,2961.36,2.18574,2.21472,2.06134,0.35627,0.43502,0.34741,0.12743,2.72994,2.7826,2.39164,0.000316605,0.000316605,0.000316605
198,2976.02,2.16369,2.20971,2.047,0.36295,0.42149,0.35218,0.13165,2.70716,2.75087,2.38667,0.000282388,0.000282388,0.000282388
199,2990.62,2.16383,2.19568,2.01765,0.35044,0.41947,0.3528,0.13616,2.7236,2.77578,2.3937,0.000248172,0.000248172,0.000248172
200,3006.02,2.15254,2.21253,2.04097,0.36606,0.44216,0.35895,0.13118,2.73222,2.76713,2.39981,0.000213955,0.000213955,0.000213955
