epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,764.165,2.45465,2.58833,1.92415,0.2307,0.07286,0.05397,0.02335,nan,nan,nan,0.00669273,0.00669273,0.00669273
15,818.773,2.46204,2.58699,1.93344,0.22814,0.20763,0.14849,0.05633,2.50508,3.1313,2.05713,0.00662192,0.00662192,0.00662192
16,872.839,2.4397,2.52463,1.91218,0.2909,0.21292,0.1891,0.08061,2.40613,2.78802,1.94344,0.0065511,0.0065511,0.0065511
17,926.815,2.44276,2.58003,1.93088,0.0701,0.07312,0.01676,0.00666,nan,nan,nan,0.00648028,0.00648028,0.00648028
18,980.738,2.40328,2.45163,1.86691,0.26524,0.32112,0.2552,0.10591,2.247,2.3704,1.92387,0.00640946,0.00640946,0.00640946
19,1034.85,2.45209,2.54764,1.92022,0.35829,0.27591,0.23997,0.09791,2.35334,2.52875,1.93308,0.00633864,0.00633864,0.00633864
20,1088.96,2.41094,2.50391,1.8691,0.50378,0.14145,0.15898,0.0621,2.58468,3.2226,2.12521,0.00626783,0.00626783,0.00626783
21,1143.21,2.4138,2.49712,1.88821,0.19303,0.21738,0.18571,0.07481,2.48,2.78358,1.92905,0.00619701,0.00619701,0.00619701
22,1197.34,2.41613,2.48869,1.89508,0.29344,0.29506,0.24487,0.09628,2.3561,2.42035,1.8921,0.00612619,0.00612619,0.00612619
23,1251.34,2.38987,2.42927,1.86816,0.35659,0.30656,0.27733,0.1143,nan,nan,nan,0.00605537,0.00605537,0.00605537
24,1305.44,2.40294,2.46799,1.88613,0.35833,0.30305,0.26912,0.11137,2.37761,2.36042,1.99288,0.00598456,0.00598456,0.00598456
25,1358.4,2.3898,2.46422,1.87404,0.15091,0.07871,0.04569,0.01869,nan,nan,nan,0.00591374,0.00591374,0.00591374
26,1412.01,2.38994,2.46826,1.8818,0.31774,0.32429,0.27957,0.11833,2.32198,2.40651,1.8861,0.00584292,0.00584292,0.00584292
27,1466.11,2.36558,2.48237,1.85841,0.35139,0.33412,0.30092,0.12427,2.23478,2.2736,1.8393,0.0057721,0.0057721,0.0057721
28,1520.26,2.3836,2.49389,1.88106,0.35017,0.34147,0.29231,0.11758,2.27767,2.24373,1.8475,0.00570128,0.00570128,0.00570128
29,1574.28,2.35252,2.42895,1.84772,0.3121,0.22256,0.20131,0.07937,2.40565,2.69586,1.8754,0.00563047,0.00563047,0.00563047
30,1628.14,2.37547,2.42668,1.86009,0.40862,0.34091,0.31867,0.13053,2.19801,2.21903,1.79635,0.00555965,0.00555965,0.00555965
31,1682.36,2.35565,2.39874,1.84036,0.32982,0.34869,0.29464,0.12541,2.22907,2.32001,1.87507,0.00548883,0.00548883,0.00548883
32,1735.97,2.34451,2.39966,1.84676,0.33617,0.30945,0.27589,0.10704,2.33415,2.44735,1.90904,0.00541801,0.00541801,0.00541801
33,1789.92,2.36209,2.39413,1.84799,0.38842,0.34833,0.30964,0.13155,2.19629,2.21192,1.82,0.0053472,0.0053472,0.0053472
34,1845.19,2.35041,2.40236,1.84674,0.15241,0.06081,0.0366,0.01521,3.08355,4.35193,2.35378,0.00527638,0.00527638,0.00527638
35,1899.6,2.34723,2.35987,1.82956,0.34182,0.28043,0.25683,0.1072,nan,nan,nan,0.00520556,0.00520556,0.00520556
36,1953.79,2.35917,2.38663,1.84919,0.38695,0.32675,0.31623,0.1347,2.26476,2.26708,1.84852,0.00513474,0.00513474,0.00513474
37,2008.18,2.30228,2.35698,1.80572,0.30968,0.31615,0.28036,0.12066,2.19006,2.2856,1.8033,0.00506393,0.00506393,0.00506393
38,2062.01,2.34977,2.34929,1.81872,0.3147,0.34756,0.28547,0.11609,2.25178,2.31011,1.84151,0.00499311,0.00499311,0.00499311
39,2116.34,2.33713,2.35034,1.83297,0.36938,0.3351,0.29054,0.12415,2.19318,2.25389,1.80021,0.00492229,0.00492229,0.00492229
40,2170.78,2.31962,2.34739,1.81646,0.3435,0.33538,0.29779,0.12226,2.20831,2.24629,1.78693,0.00485147,0.00485147,0.00485147
41,2224.98,2.33857,2.34713,1.82845,0.35012,0.37156,0.31488,0.13069,2.16248,2.15693,1.72731,0.00478065,0.00478065,0.00478065
42,2279.15,2.29614,2.33271,1.78542,0.39097,0.3417,0.31878,0.13761,2.18807,2.17759,1.80742,0.00470984,0.00470984,0.00470984
43,2333.35,2.29278,2.30069,1.81333,0.34496,0.31775,0.29018,0.12653,2.21077,2.27529,1.88719,0.00463902,0.00463902,0.00463902
44,2386.51,2.28042,2.32211,1.79025,0.2036,0.06368,0.04291,0.02132,nan,nan,nan,0.0045682,0.0045682,0.0045682
45,2440.97,2.31885,2.32231,1.81677,0.32771,0.36891,0.31481,0.12859,2.16539,2.19759,1.78051,0.00449738,0.00449738,0.00449738
46,2496.1,2.32099,2.33819,1.81998,0.25514,0.18424,0.13218,0.06036,3.03271,6.5171,2.55587,0.00442657,0.00442657,0.00442657
47,2549.97,2.32584,2.30823,1.80256,0.40492,0.34269,0.32205,0.14049,2.17224,2.21868,1.7878,0.00435575,0.00435575,0.00435575
48,2604.2,2.29013,2.28764,1.78057,0.35861,0.38569,0.33297,0.14114,2.16928,2.12906,1.81293,0.00428493,0.00428493,0.00428493
49,2658.58,2.29266,2.27256,1.78428,0.3344,0.41657,0.34498,0.13912,2.15923,2.11989,1.70789,0.00421411,0.00421411,0.00421411
50,2713.22,2.30334,2.28341,1.78697,0.3895,0.36615,0.32989,0.13813,nan,nan,nan,0.00414329,0.00414329,0.00414329
51,2767.33,2.28071,2.23369,1.78527,0.36722,0.40542,0.35431,0.15384,2.10085,2.06708,1.7105,0.00407248,0.00407248,0.00407248
52,2820.79,2.26445,2.23338,1.7647,0.33692,0.24683,0.21521,0.09107,nan,nan,nan,0.00400166,0.00400166,0.00400166
53,2875.12,2.25392,2.23789,1.77348,0.39153,0.3877,0.34709,0.14935,2.13101,2.08612,1.7311,0.00393084,0.00393084,0.00393084
54,2929.3,2.23942,2.24825,1.75387,0.34824,0.37646,0.32739,0.14407,2.12723,2.11185,1.75344,0.00386002,0.00386002,0.00386002
55,2983.5,2.25523,2.21899,1.74601,0.39127,0.39228,0.36367,0.15749,2.09272,2.05187,1.72685,0.00378921,0.00378921,0.00378921
56,3038.94,2.25529,2.23609,1.76259,0.3713,0.34689,0.27859,0.11272,nan,nan,nan,0.00371839,0.00371839,0.00371839
57,3093.22,2.23286,2.22359,1.74735,0.41793,0.39363,0.35797,0.15458,2.14487,2.03698,1.75057,0.00364757,0.00364757,0.00364757
58,3147.35,2.25801,2.21305,1.76844,0.39298,0.39606,0.36632,0.15969,2.12099,2.09825,1.72846,0.00357675,0.00357675,0.00357675
59,3201.92,2.23501,2.23327,1.76532,0.41896,0.3849,0.36871,0.16121,2.10836,2.09649,1.77056,0.00350593,0.00350593,0.00350593
60,3256.27,2.24448,2.18606,1.75233,0.41021,0.40298,0.37981,0.16303,2.09373,2.02119,1.72331,0.00343512,0.00343512,0.00343512
61,3310.58,2.21222,2.19531,1.74801,0.39806,0.41905,0.37606,0.16208,2.12488,2.0051,1.72365,0.0033643,0.0033643,0.0033643
62,3365.29,2.22699,2.2102,1.73478,0.40298,0.41949,0.37913,0.16136,2.10206,2.14659,1.71247,0.00329348,0.00329348,0.00329348
63,3419.61,2.21378,2.18869,1.72407,0.40439,0.41009,0.37423,0.15933,2.11769,2.07952,1.74461,0.00322266,0.00322266,0.00322266
64,3473.19,2.22125,2.16446,1.74307,0.23595,0.11556,0.08108,0.03424,nan,nan,nan,0.00315185,0.00315185,0.00315185
65,3530.02,2.20399,2.15294,1.73765,0.3229,0.34902,0.24587,0.10294,2.19484,4.54287,1.73197,0.00308103,0.00308103,0.00308103
66,3584.09,2.19458,2.16384,1.72733,0.43301,0.41093,0.37902,0.16322,2.11053,2.03606,1.71066,0.00301021,0.00301021,0.00301021
67,3638.2,2.204,2.16205,1.7283,0.42805,0.41591,0.40581,0.17799,2.07698,1.96228,1.69695,0.00293939,0.00293939,0.00293939
68,3692.62,2.19758,2.13261,1.71774,0.42627,0.43151,0.39559,0.16813,2.10434,2.05946,1.727,0.00286858,0.00286858,0.00286858
69,3746.61,2.19662,2.13687,1.72399,0.44556,0.44054,0.42138,0.18404,2.04883,1.91425,1.66847,0.00279776,0.00279776,0.00279776
70,3800.95,2.17825,2.12563,1.71649,0.44542,0.44903,0.40372,0.17612,2.04612,1.97774,1.68261,0.00272694,0.00272694,0.00272694
71,3854.95,2.16763,2.09498,1.68795,0.35424,0.32122,0.27518,0.11638,nan,nan,nan,0.00265612,0.00265612,0.00265612
72,3909.31,2.17636,2.11628,1.6985,0.45672,0.44927,0.42528,0.18887,2.01116,1.99734,1.66231,0.0025853,0.0025853,0.0025853
73,3963.42,2.16088,2.09743,1.69317,0.44758,0.44011,0.42178,0.18706,2.0247,1.91145,1.66166,0.00251449,0.00251449,0.00251449
74,4014.09,2.18646,2.08671,1.70301,0.13762,0.01779,0.01382,0.00674,nan,nan,nan,0.00244367,0.00244367,0.00244367
75,4068.19,2.15874,2.08045,1.68689,0.45299,0.45578,0.43444,0.18804,2.02448,1.91108,1.66933,0.00237285,0.00237285,0.00237285
76,4122.26,2.13059,2.06165,1.68076,0.47678,0.44633,0.43989,0.19711,2.00897,1.87826,1.63762,0.00230203,0.00230203,0.00230203
77,4178.26,2.16877,2.08394,1.68243,0.41958,0.45316,0.42726,0.19139,2.02838,1.89818,1.67599,0.00223122,0.00223122,0.00223122
78,4232.48,2.12501,2.04701,1.67578,0.46528,0.4462,0.43473,0.19578,2.0081,1.92842,1.65379,0.0021604,0.0021604,0.0021604
79,4286.71,2.14001,2.04944,1.67816,0.42382,0.47315,0.4406,0.19066,2.00375,1.89767,1.63549,0.00208958,0.00208958,0.00208958
80,4340.86,2.09819,2.01035,1.64461,0.475,0.45582,0.44716,0.20066,1.98422,1.89249,1.65493,0.00201876,0.00201876,0.00201876
81,4395.77,2.13492,2.01544,1.66294,0.38013,0.38394,0.34932,0.14566,nan,nan,nan,0.00194794,0.00194794,0.00194794
82,4450.03,2.11084,2.0204,1.66885,0.4888,0.48348,0.46264,0.20602,1.9908,1.83908,1.6151,0.00187713,0.00187713,0.00187713
83,4504.34,2.11013,2.01096,1.65857,0.47082,0.47266,0.44485,0.19279,2.00048,1.87407,1.63186,0.00180631,0.00180631,0.00180631
84,4558.74,2.09943,1.98355,1.64135,0.48968,0.47222,0.45928,0.20594,1.97844,1.84019,1.61893,0.00173549,0.00173549,0.00173549
85,4612.82,2.09822,1.98218,1.65473,0.48354,0.48528,0.46946,0.21163,1.97386,1.80086,1.62831,0.00166467,0.00166467,0.00166467
86,4667.11,2.09265,1.97036,1.63532,0.4669,0.48743,0.47535,0.21167,1.97516,1.82552,1.60143,0.00159386,0.00159386,0.00159386
87,4721.39,2.0858,1.94812,1.62821,0.48956,0.48728,0.47232,0.20953,1.9824,1.80728,1.61747,0.00152304,0.00152304,0.00152304
88,4775.45,2.06403,1.94622,1.6295,0.51395,0.49377,0.49128,0.22171,1.95116,1.7839,1.59693,0.00145222,0.00145222,0.00145222
89,4829.63,2.0621,1.94734,1.62199,0.5037,0.49002,0.48446,0.21812,1.95623,1.78935,1.62442,0.0013814,0.0013814,0.0013814
90,4883.87,2.03938,1.90897,1.61423,0.4632,0.49002,0.46332,0.20276,1.99242,1.94474,1.61237,0.00131059,0.00131059,0.00131059
91,4939.59,2.06126,1.99577,1.67861,0.49724,0.50084,0.48583,0.22119,1.93566,1.80817,1.59618,0.00123977,0.00123977,0.00123977
92,4993.64,2.05888,1.95322,1.68952,0.46584,0.47868,0.46125,0.20278,nan,nan,nan,0.00116895,0.00116895,0.00116895
93,5047.67,2.03403,1.95113,1.67554,0.50628,0.49963,0.4911,0.22483,1.9267,1.77305,1.59434,0.00109813,0.00109813,0.00109813
94,5101.8,2.04013,1.91689,1.67748,0.51885,0.50238,0.49698,0.22686,1.92232,1.77001,1.59009,0.00102731,0.00102731,0.00102731
95,5156.2,2.01706,1.89804,1.65606,0.53324,0.49458,0.49785,0.22819,1.8973,1.77683,1.5598,0.000956497,0.000956497,0.000956497
96,5210.34,2.00495,1.88542,1.64945,0.51877,0.50726,0.50552,0.2329,1.91508,1.73015,1.57911,0.000885679,0.000885679,0.000885679
97,5264.28,1.99665,1.87381,1.65194,0.53239,0.50122,0.5128,0.23576,1.89618,1.73749,1.56176,0.000814861,0.000814861,0.000814861
98,5318.29,1.9973,1.85309,1.6488,0.54047,0.51692,0.52125,0.24352,1.88647,1.70882,1.57288,0.000744044,0.000744044,0.000744044
99,5372.36,1.97309,1.81473,1.63992,0.55339,0.53374,0.54316,0.25245,1.88638,1.69365,1.56679,0.000673226,0.000673226,0.000673226
100,5426.46,1.96268,1.8119,1.6331,0.53442,0.53223,0.53283,0.24913,1.87129,1.69242,1.54867,0.000602408,0.000602408,0.000602408
