epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,3157.54,1.82835,1.7887,1.53095,0.48354,0.52219,0.51365,0.16471,2.61431,2.84907,2.50358,0.0010545,0.0010545,0.0010545
32,3257.91,1.81437,1.78432,1.51724,0.49528,0.53445,0.49335,0.2258,2.70433,3.04704,2.57431,0.00103965,0.00103965,0.00103965
33,3359.48,1.79346,1.74902,1.52025,0.56376,0.47148,0.47459,0.21813,2.55178,2.98248,2.40757,0.0010248,0.0010248,0.0010248
34,3461.54,1.79468,1.78315,1.51811,0.28952,0.4371,0.45561,0.12223,2.60213,2.83457,2.30378,0.00100995,0.00100995,0.00100995
35,3562.42,1.76867,1.73156,1.49792,0.33504,0.50782,0.46512,0.14356,2.56341,3.24836,2.46887,0.0009951,0.0009951,0.0009951
36,3663.38,1.77363,1.71344,1.51344,0.51102,0.40676,0.49151,0.20329,2.64732,2.97185,2.44061,0.00098025,0.00098025,0.00098025
37,3765.01,1.77073,1.71079,1.49878,0.5119,0.44656,0.49326,0.1718,2.58195,2.78311,2.45318,0.0009654,0.0009654,0.0009654
38,3866.88,1.77344,1.69165,1.49222,0.4473,0.50202,0.52744,0.2133,2.68248,3.04188,2.51361,0.00095055,0.00095055,0.00095055
39,3967.61,1.77315,1.70727,1.50269,0.27149,0.69162,0.5258,0.28228,2.59711,3.26896,2.47056,0.0009357,0.0009357,0.0009357
40,4070.14,1.76576,1.69165,1.50356,0.28879,0.69073,0.4034,0.16666,2.49944,2.87808,2.46857,0.00092085,0.00092085,0.00092085
41,4170.92,1.75282,1.66987,1.49216,0.49002,0.6123,0.56836,0.28703,2.56731,2.94139,2.4578,0.000906,0.000906,0.000906
42,4273.97,1.75168,1.66364,1.49133,0.18752,0.22727,0.18638,0.06687,2.7303,2.8581,2.5424,0.00089115,0.00089115,0.00089115
43,4374.84,1.74624,1.63955,1.48781,0.45477,0.57219,0.54368,0.25594,2.59462,2.67375,2.51152,0.0008763,0.0008763,0.0008763
44,4476.45,1.73498,1.64566,1.4746,0.86023,0.47947,0.58973,0.25898,2.67279,2.58551,2.55645,0.00086145,0.00086145,0.00086145
45,4577.11,1.72865,1.62459,1.46808,0.29168,0.55271,0.3658,0.16881,2.70888,2.68577,2.49751,0.0008466,0.0008466,0.0008466
46,4677.97,1.7092,1.59586,1.4665,0.6466,0.46618,0.50753,0.20971,2.63227,2.61597,2.47859,0.00083175,0.00083175,0.00083175
47,4777.66,1.70894,1.58839,1.46,0.42005,0.582,0.63055,0.1864,2.64584,2.95359,2.48396,0.0008169,0.0008169,0.0008169
48,4878.22,1.69042,1.60091,1.4632,0.70172,0.47221,0.57832,0.22711,2.56989,2.61734,2.4659,0.00080205,0.00080205,0.00080205
49,4979.51,1.71908,1.59906,1.47165,0.63074,0.49198,0.5342,0.20521,2.53466,2.63703,2.44987,0.0007872,0.0007872,0.0007872
50,5079.02,1.69783,1.56632,1.4592,0.63396,0.53118,0.58089,0.25273,2.69503,2.81939,2.54329,0.00077235,0.00077235,0.00077235
51,5181.57,1.69948,1.57642,1.46381,0.30532,0.541,0.37531,0.18204,2.64258,2.75352,2.50413,0.0007575,0.0007575,0.0007575
52,5281.81,1.66924,1.5217,1.42975,0.69173,0.51337,0.5957,0.29878,2.42442,2.61341,2.4128,0.00074265,0.00074265,0.00074265
53,5384.93,1.66729,1.51737,1.43331,0.608,0.42927,0.57224,0.2299,2.58111,2.51132,2.47358,0.0007278,0.0007278,0.0007278
54,5487.13,1.66014,1.51225,1.42565,0.47033,0.61646,0.59809,0.1946,2.60401,2.54368,2.47219,0.00071295,0.00071295,0.00071295
55,5588.06,1.66275,1.50198,1.42945,0.64657,0.61141,0.62142,0.20729,2.47824,2.63197,2.39719,0.0006981,0.0006981,0.0006981
56,5688.91,1.67604,1.51624,1.43852,0.55207,0.68093,0.60376,0.30222,2.54334,2.52758,2.45863,0.00068325,0.00068325,0.00068325
57,5790.65,1.64915,1.47303,1.43225,0.62833,0.6025,0.60448,0.31034,2.5532,2.61014,2.45487,0.0006684,0.0006684,0.0006684
58,5889.87,1.64832,1.45834,1.42307,0.82642,0.44118,0.56498,0.2445,2.58911,2.55851,2.45781,0.00065355,0.00065355,0.00065355
59,5991.58,1.63696,1.45886,1.42932,0.53142,0.49109,0.51578,0.24123,2.65032,2.64062,2.51109,0.0006387,0.0006387,0.0006387
60,6091.17,1.62773,1.44242,1.42063,0.50282,0.53119,0.546,0.22536,2.75801,2.53377,2.59086,0.00062385,0.00062385,0.00062385
61,6191.76,1.63177,1.42923,1.41858,0.57619,0.61402,0.62089,0.21979,2.74179,2.58691,2.58473,0.000609,0.000609,0.000609
62,6291.53,1.60783,1.40704,1.40544,0.82858,0.46636,0.62518,0.2643,2.56011,2.38062,2.4494,0.00059415,0.00059415,0.00059415
63,6393.11,1.61196,1.407,1.41295,0.74911,0.48212,0.60209,0.31544,2.50486,2.56543,2.47106,0.0005793,0.0005793,0.0005793
64,6492.88,1.60865,1.42584,1.41376,0.69612,0.5303,0.60952,0.34325,2.66583,2.31797,2.57892,0.00056445,0.00056445,0.00056445
65,6594.93,1.57736,1.37799,1.38652,0.7857,0.5162,0.61647,0.30788,2.64985,2.2471,2.49841,0.0005496,0.0005496,0.0005496
66,6694.7,1.59526,1.3819,1.39421,0.77374,0.53238,0.61204,0.28365,2.69846,2.35228,2.6204,0.00053475,0.00053475,0.00053475
67,6795.68,1.57448,1.36293,1.39052,0.49607,0.582,0.55741,0.19604,2.82622,2.51647,2.64014,0.0005199,0.0005199,0.0005199
68,6896.99,1.55906,1.3404,1.37533,0.69186,0.49723,0.61238,0.25684,2.44024,2.62538,2.43753,0.00050505,0.00050505,0.00050505
69,6997.53,1.56773,1.32467,1.3789,0.59468,0.5626,0.58334,0.24608,2.60229,2.59771,2.50522,0.0004902,0.0004902,0.0004902
70,7097.28,1.56753,1.34366,1.3812,0.6035,0.5205,0.57973,0.33958,2.61393,2.51422,2.49518,0.00047535,0.00047535,0.00047535
71,7197.32,1.55443,1.31624,1.37739,0.44201,0.74153,0.58847,0.25073,2.59446,2.43625,2.52658,0.0004605,0.0004605,0.0004605
72,7296.52,1.53284,1.2991,1.35343,0.8242,0.5077,0.64353,0.30234,2.63844,2.36633,2.53791,0.00044565,0.00044565,0.00044565
73,7395.77,1.56726,1.3024,1.38237,0.52848,0.65062,0.61016,0.28089,2.50914,2.41388,2.36534,0.0004308,0.0004308,0.0004308
74,7497.48,1.52821,1.2667,1.35118,0.8162,0.592,0.65287,0.32537,2.49892,2.47757,2.46115,0.00041595,0.00041595,0.00041595
75,7598.92,1.51745,1.2612,1.35925,0.49786,0.61669,0.57884,0.29974,2.63313,2.47891,2.51588,0.0004011,0.0004011,0.0004011
76,7699.13,1.52402,1.27902,1.35502,0.4873,0.71041,0.69476,0.35233,2.6491,2.2746,2.54944,0.00038625,0.00038625,0.00038625
77,7801.97,1.5108,1.23319,1.35083,0.58681,0.66132,0.65027,0.27447,2.68614,2.41448,2.57891,0.0003714,0.0003714,0.0003714
78,7901.33,1.51584,1.25173,1.3548,0.6004,0.52879,0.60563,0.33164,2.61339,2.47647,2.48148,0.00035655,0.00035655,0.00035655
79,8002.77,1.48516,1.20453,1.34888,0.46653,0.62121,0.56582,0.32411,2.68974,2.38465,2.57789,0.0003417,0.0003417,0.0003417
80,8103.19,1.4978,1.22619,1.3446,0.5036,0.57754,0.58438,0.27226,2.60561,2.21405,2.51515,0.00032685,0.00032685,0.00032685
81,8163.37,1.89322,1.44967,1.58185,0.53277,0.64401,0.60813,0.22833,2.61597,2.20999,2.48812,0.000312,0.000312,0.000312
82,8219.58,1.82753,1.35946,1.55061,0.72132,0.50991,0.64585,0.32069,2.64793,2.32481,2.48786,0.00029715,0.00029715,0.00029715
83,8276.03,1.81231,1.3268,1.53346,0.64026,0.52778,0.6325,0.29417,2.79282,2.41424,2.58975,0.0002823,0.0002823,0.0002823
84,8331.99,1.78235,1.30024,1.51945,0.62409,0.5205,0.60048,0.28823,2.78039,2.33586,2.6447,0.00026745,0.00026745,0.00026745
85,8387.62,1.77851,1.28518,1.51126,0.66636,0.56061,0.61298,0.23737,2.63319,2.48679,2.52398,0.0002526,0.0002526,0.0002526
86,8443.76,1.76214,1.26915,1.50853,0.54807,0.5615,0.62926,0.31433,2.65859,2.30416,2.57356,0.00023775,0.00023775,0.00023775
87,8499.8,1.75616,1.26193,1.51211,0.5003,0.5891,0.61283,0.312,2.73115,2.25483,2.70875,0.0002229,0.0002229,0.0002229
88,8555.09,1.7444,1.23562,1.503,0.82665,0.53918,0.67501,0.33119,2.68231,2.16702,2.63097,0.00020805,0.00020805,0.00020805
89,8610.47,1.71907,1.23457,1.47534,0.88125,0.56971,0.6602,0.31782,2.61836,2.26684,2.63508,0.0001932,0.0001932,0.0001932
90,8666.59,1.72884,1.22415,1.4939,0.83887,0.5813,0.66919,0.35389,2.76519,2.21395,2.69497,0.00017835,0.00017835,0.00017835
91,8722.59,1.71026,1.20196,1.48725,0.70917,0.63102,0.68124,0.36297,2.68802,2.15918,2.60416,0.0001635,0.0001635,0.0001635
92,8779.18,1.69516,1.1991,1.46488,0.72991,0.62292,0.68844,0.34146,2.65163,2.1134,2.5749,0.00014865,0.00014865,0.00014865
93,8835.23,1.66925,1.16341,1.45439,0.61711,0.59091,0.62955,0.31492,2.67792,2.10149,2.6341,0.0001338,0.0001338,0.0001338
94,8891.24,1.68212,1.16496,1.45151,0.8419,0.51408,0.6074,0.31168,2.68854,2.19539,2.63059,0.00011895,0.00011895,0.00011895
95,8947.34,1.65214,1.14001,1.44502,0.71093,0.63803,0.68768,0.33412,2.58937,2.08882,2.55759,0.0001041,0.0001041,0.0001041
96,9002.63,1.66109,1.12777,1.44773,0.63839,0.63102,0.65371,0.32133,2.64616,2.15316,2.62655,8.925e-05,8.925e-05,8.925e-05
97,9057.89,1.62477,1.13754,1.43456,0.70281,0.59091,0.63962,0.31608,2.65597,2.1046,2.61576,7.44e-05,7.44e-05,7.44e-05
98,9113.41,1.62984,1.12625,1.44436,0.70115,0.58111,0.65028,0.32026,2.69901,2.07673,2.652,5.955e-05,5.955e-05,5.955e-05
99,9170.01,1.62867,1.12681,1.43757,0.71774,0.63233,0.67436,0.32653,2.67575,2.09866,2.67309,4.47e-05,4.47e-05,4.47e-05
100,9225.77,1.60152,1.10185,1.41739,0.80882,0.58382,0.67585,0.32158,2.68269,2.09236,2.66294,2.985e-05,2.985e-05,2.985e-05
